c0,c1,c2,c3,c4,c5,c6,c7,distance
1.0,10.0,0.1,2.3323122202202247,1.0,0.41775306277468427,0.13936551963018906,0.003220430670079811,0.8133981353808853
1.0,10.0,0.1,2.2997135422434436,1.0,0.7554673962831073,0.062300557577009946,0.0181427281173183,0.25806081139723347
1.0,10.0,0.1,29.341578701812935,1.0,2.3101474475752775,0.6868457838350247,0.005860999542524812,0.788791251332976
1.0,10.0,0.1,46.17749921064162,1.0,1.3038361580448063,4.492084237508756,0.004553813020693197,0.6341332304261095
1.0,10.0,0.1,21.968026704109366,1.0,1.2253007252282093,0.3858916898363734,0.01531958182349596,0.7796145727075938
1.0,10.0,0.1,21.956138507238286,1.0,1.5258133211904001,0.6661057956638514,0.008312508299730785,0.7977902768122715
1.0,10.0,0.1,9.310363874884176,1.0,2.93191266465562,0.4762399387057973,0.0032317020695903516,0.8411503387638771
1.0,10.0,0.1,11.308706809083642,1.0,1.0802314294290736,0.11114906223722643,0.23829072086634417,0.7711430841061727
1.0,10.0,0.1,41.844204175861535,1.0,0.50847234359652,2.8693776572782745,0.009399862096977943,0.7101687347346972
1.0,10.0,0.1,40.44570011314078,1.0,1.2393357856533018,3.0802395899783197,0.00739204731910551,0.8246900142249267
1.0,10.0,0.1,45.225027814138166,1.0,0.4276925532277547,3.4365497005620456,0.024023602571467004,0.7577486368442833
1.0,10.0,0.1,5.151928450940866,1.0,2.6798490389869682,0.8510929873816789,0.007424197792881262,0.6512268607979903
1.0,10.0,0.1,15.010230268498212,1.0,1.8388278693974482,0.21393167330409738,0.08367485550238822,0.6430417791214509
1.0,10.0,0.1,11.555263104441321,1.0,0.8072372260905811,0.4951277103882749,0.02169109970703685,0.7565885628376958
1.0,10.0,0.1,4.82179834965131,1.0,2.1520460896711024,0.12836085878991885,0.0045977595106543746,0.7068892932234627
1.0,10.0,0.1,7.396392879020558,1.0,0.9116185621942141,0.15172404861667346,0.011742172505952877,0.6817633704468493
1.0,10.0,0.1,9.512034839261878,1.0,3.0463163906045607,0.3954423350788559,0.024181528475865566,0.783498092406646
1.0,10.0,0.1,31.196465924020753,1.0,1.7221381784948158,0.509622167734797,0.19393403782792445,0.569801304426117
1.0,10.0,0.1,20.67358728719886,1.0,0.7246957866480663,1.0649001136389864,0.02029366793741616,0.7327068345043245
1.0,10.0,0.1,25.586936968097014,1.0,1.0071981174264748,0.7794602856596058,0.004253481322314157,0.6237190741218106
1.0,10.0,0.1,5.246530302482512,1.0,2.1494948798539357,0.6723081791227261,0.0025854778101951064,0.7141168049885431
1.0,10.0,0.1,3.3566863536145153,1.0,0.3339909343147711,0.06456593709257431,0.058443050952056375,0.7583049284966672
1.0,10.0,0.1,10.196618931233576,1.0,0.3833593225120626,0.2958650684874575,0.02669581466529815,0.8816922985163879
1.0,10.0,0.1,8.473105348199168,1.0,0.8935678156721928,0.2421135239904094,0.006163410249949534,0.20366883540662517
1.0,10.0,0.1,0.7197261923753413,1.0,1.3062234399320365,0.05161916096769947,0.006614266291203499,0.7967954201258807
1.0,10.0,0.1,53.389695618376514,1.0,1.1346294165065443,4.905571204176387,0.0026783192672045967,0.8430574560955013
1.0,10.0,0.1,8.459496950527617,1.0,3.5546371345045413,0.2397714270542944,0.07920334156457919,0.45550861456615843
1.0,10.0,0.1,18.29142464370646,1.0,0.8373988958797703,0.3441631574425781,0.02762855916813556,0.5555770452236283
1.0,10.0,0.1,7.475840888050613,1.0,1.6127747673218948,0.43979226554479867,0.006202068654855546,0.8701545507971568
1.0,10.0,0.1,18.79313420979268,1.0,1.2475575085608204,0.30852343511908037,0.05275885706349656,0.5819593954569667
1.0,10.0,0.1,5.989316840011975,1.0,0.5144674590930405,0.22098680301722642,0.0038935558053427364,0.6489108809948371
1.0,10.0,0.1,3.0614818592385826,1.0,3.0660579272389916,0.2871089740829497,0.0033819229900151973,0.881168290422047
1.0,10.0,0.1,7.562178942390974,1.0,0.9914845643516874,1.0425044125141552,0.004608694788537493,0.6945295872789582
1.0,10.0,0.1,14.628889857176441,1.0,0.47812333994721007,0.376321487430707,0.05131947180111471,0.7442549207099158
1.0,10.0,0.1,1.2459877704253453,1.0,0.6401414855780108,0.11610621686394092,0.026439581718007015,0.5803640924394361
1.0,10.0,0.1,3.581765818761819,1.0,1.2297442848964608,0.19346723573003832,0.05377473643693493,0.817431080878406
1.0,10.0,0.1,7.723951772147123,1.0,1.7496347094356932,0.09135304814649946,0.11022733336802948,0.8052623291495746
1.0,10.0,0.1,4.553065443801871,1.0,1.161751967053889,0.27034929344590924,0.005228783464228139,0.8698882199851145
1.0,10.0,0.1,3.382214176130831,1.0,1.9704001255273167,0.10826852537053534,0.0476303841520618,0.7400820313946531
1.0,10.0,0.1,12.655595021499524,1.0,1.855462308633162,0.8351564485901067,0.008549838821977324,0.5637786615256913
1.0,10.0,0.1,2.1004905387945896,1.0,0.21597059357549317,0.11699966512098188,0.015548002550042576,0.8702608274750965
1.0,10.0,0.1,3.5387169539944248,1.0,0.9883435356014566,0.21605434822938074,0.0032655857735297625,0.5979996880612231
1.0,10.0,0.1,12.595645108859053,1.0,0.281707475556366,0.40676426304112806,0.004248837010470005,0.5019555573142989
1.0,10.0,0.1,2.2381911853994763,1.0,0.37289336623456815,0.09582689448662866,0.0027233266305055,0.7757748119106971
1.0,10.0,0.1,0.9385461677906923,1.0,1.2820934887762143,0.10750457216086656,0.005565819445750865,0.36316135428437873
1.0,10.0,0.1,3.7998952580984597,1.0,0.8842979095189559,0.3111953599355723,0.008308960076114529,0.7366323199854978
1.0,10.0,0.1,19.37625958706898,1.0,1.148175187818302,0.421755783698102,0.11752871309387937,0.5539077437557427
1.0,10.0,0.1,0.9144364498669331,1.0,2.132743991573478,0.08628786832585679,0.004653633769358622,0.6548013992712126
1.0,10.0,0.1,46.314654648666824,1.0,1.0992015199636977,1.376232257369067,0.030956689289599687,0.8847542698827853
1.0,10.0,0.1,3.6183019832980583,1.0,1.190737593222101,0.3289197485368115,0.0027686069499970045,0.7878376539944212
1.0,10.0,0.1,1.371693968991641,1.0,1.1857497492921334,0.06495958468358684,0.018496151987656317,0.24249739315474517
1.0,10.0,0.1,2.7135057364215376,1.0,1.9441577296143888,0.17832899403820002,0.003791109122367787,0.6246002261418625
1.0,10.0,0.1,12.271791230781504,1.0,1.4431882158025564,1.166012591803585,0.0162452301030284,0.7157093665534582
1.0,10.0,0.1,7.9908583703288985,1.0,1.0773640407162013,0.3373195755263135,0.003969320373119311,0.8788615498341616
1.0,10.0,0.1,8.240839872285596,1.0,1.1169575100997617,0.6841094703854619,0.007639273320617241,0.6637205810326827
1.0,10.0,0.1,47.147514469074466,1.0,2.2742265679420557,0.8547048239118219,0.03312495732665902,0.8118757144020226
1.0,10.0,0.1,15.818473092230944,1.0,0.7485231191212762,1.7197496148998903,0.006191956412667267,0.6788125456925209
1.0,10.0,0.1,4.541110255119011,1.0,1.9495883382631785,0.05324945780401251,0.12690631816973091,0.6931735246249947
1.0,10.0,0.1,1.8653596516157156,1.0,3.7900684459741343,0.2035150216233372,0.002729283509350786,0.3780392841977306
1.0,10.0,0.1,40.07898303950289,1.0,1.2256362380016042,1.63647265005365,0.020550140403010626,0.8836920345178609
1.0,10.0,0.1,0.7344777913517244,1.0,1.9189764517386503,0.07902764006379412,0.01420215710918172,0.8838092792795671
1.0,10.0,0.1,27.590352175909768,1.0,1.7497434737591666,1.359182406708853,0.0050331708098198934,0.8205703752750239
1.0,10.0,0.1,11.537762203007302,1.0,0.503695065521098,0.15945669532005471,0.07803712908462247,0.8814469270615864
1.0,10.0,0.1,14.180948392035248,1.0,1.1603214756196094,1.0303588583029333,0.014865235338297368,0.5275652060095624
1.0,10.0,0.1,1.2975267927808882,1.0,2.4583295207483293,0.06490265936437932,0.059288080969871634,0.8025660105523884
1.0,10.0,0.1,6.0874360491403525,1.0,0.4946158381989073,0.14910902942110899,0.003052262848159193,0.8689338800223004
1.0,10.0,0.1,2.636676282307809,1.0,1.3711428352851998,0.0762381937553911,0.0337179637464527,0.6110340027915875
1.0,10.0,0.1,0.7579571354479557,1.0,1.4832670107234416,0.050637328739822844,0.01994307896088376,0.3765422308475276
1.0,10.0,0.1,3.2063808084033303,1.0,0.6241028066913795,0.06701868625939665,0.1396606156266246,0.42766126423485173
1.0,10.0,0.1,5.1406606791989455,1.0,0.6462625269381518,0.08000095592530608,0.35773614313691154,0.7590882422915688
1.0,10.0,0.1,9.213245836988692,1.0,0.27706564477752527,0.3899226937495419,0.0467790300717356,0.7246424358039303
1.0,10.0,0.1,44.80976784583236,1.0,0.48397868269638405,2.869524775222589,0.017717487007339737,0.48909313792022235
1.0,10.0,0.1,4.354954211770654,1.0,3.1177291434825087,0.19103978597800417,0.013467620813843412,0.7898027649301629
1.0,10.0,0.1,20.70575049580175,1.0,2.8646563370563465,1.3850215448863081,0.002680307843592438,0.5082536615594505
1.0,10.0,0.1,12.372314009046443,1.0,1.2198649329819966,1.4352298821838936,0.01265259317396824,0.6341256153342781
1.0,10.0,0.1,14.221911682409285,1.0,0.47564484885386915,0.6399494560834686,0.05361402166629835,0.8709584788797784
1.0,10.0,0.1,0.9494482912801373,1.0,3.196420287091903,0.05007620385299624,0.01377116613877115,0.5997944695893611
1.0,10.0,0.1,8.947134897159856,1.0,0.5657699865466086,0.5401884201325495,0.021751051581385968,0.6086022802319703
1.0,10.0,0.1,2.659625880045122,1.0,1.0111136228037931,0.06955426883409162,0.040273074797620864,0.6147713956147496
1.0,10.0,0.1,1.6124719020728662,1.0,0.30044961068070275,0.05155105340634229,0.045553023479675915,0.5872358823910763
1.0,10.0,0.1,10.831798439101572,1.0,0.8001705152984229,0.6909465781016917,0.007497270548445499,0.4887586355649691
1.0,10.0,0.1,4.772292015639435,1.0,0.5741330899137702,0.18983117573665387,0.018563578867208472,0.275474412943825
1.0,10.0,0.1,3.7659502999182477,1.0,1.194296394738251,0.11090122038776833,0.01606806721548037,0.8513403161100251
1.0,10.0,0.1,0.8218690816429207,1.0,1.636108384896289,0.07899183189528355,0.008047812864984275,0.4334678597506031
1.0,10.0,0.1,5.485415873807764,1.0,3.2454199019856613,0.5218687623139509,0.003471235155844936,0.8234407197050119
1.0,10.0,0.1,4.968516012883984,1.0,2.0370219618853533,0.11848146328263424,0.02072648251523024,0.7644077490072805
1.0,10.0,0.1,31.79097823333884,1.0,0.7771491877778574,0.6894334603968962,0.08602511879256543,0.5935645343081267
1.0,10.0,0.1,4.126732278908577,1.0,1.1181490825184686,0.22734621035740726,0.005686631101466315,0.3041243790887956
1.0,10.0,0.1,3.7339378972940493,1.0,0.9523989154270746,0.2997071674528746,0.0032118509059058274,0.8392260351120391
1.0,10.0,0.1,16.304163384775173,1.0,2.188815574946668,1.3096294860118582,0.013458922979119188,0.7211257330351519
1.0,10.0,0.1,7.2152444301995144,1.0,1.474802543094178,0.40942562495326,0.0028933425089011817,0.5290736307385886
1.0,10.0,0.1,18.764989733703896,1.0,0.7627582862596685,1.3368524483758024,0.0030582103563113394,0.798573759683034
1.0,10.0,0.1,30.396593194447583,1.0,1.858379120307165,1.4527210084445326,0.004555687558741484,0.5059298272018741
1.0,10.0,0.1,2.227021501253742,1.0,1.1098912826074057,0.07845908598320867,0.010368739659617323,0.244267660570419
1.0,10.0,0.1,1.6005898930557498,1.0,2.606018940733653,0.06331473182157656,0.016957680495826348,0.7901819596510917
1.0,10.0,0.1,25.393274256841238,1.0,0.3198508811896469,1.7635680766792179,0.007613937131993303,0.8169158344615827
1.0,10.0,0.1,1.351214878113421,1.0,0.9860706230867334,0.11849279774262805,0.008022710832141608,0.5920993076644658
1.0,10.0,0.1,8.444704583357936,1.0,2.4877266860371767,0.865141762355593,0.009888140647842322,0.7927384201814406
1.0,10.0,0.1,1.3110522888689724,1.0,0.3344121225723877,0.08875555718104915,0.00700020590879772,0.4587796359520403
1.0,10.0,0.1,3.6225944837415502,1.0,4.112866995921167,0.3379006638014834,0.01650525896701161,0.5353044322390925
1.0,10.0,0.1,11.545299167303083,1.0,0.5100835658935181,1.2949785529640176,0.011660108578734313,0.6484147010462152
1.0,10.0,0.1,40.73073466374176,1.0,0.8298550517284897,0.5526756214453626,0.018542831186546725,0.664787941548812
1.0,10.0,0.1,39.52667841738174,1.0,3.285697998167081,1.7446119299376492,0.005138583691705082,0.7157399227572746
1.0,10.0,0.1,4.953759012131357,1.0,1.3656823718704316,0.6085805875971015,0.0031332937946452477,0.494732914887311
1.0,10.0,0.1,1.4549802986112832,1.0,2.236346036903228,0.0992935999429288,0.008618269088847054,0.29046012082273687
1.0,10.0,0.1,9.65715929098067,1.0,0.4494318708331464,0.915747268612052,0.0029073530515467496,0.7943258506350687
1.0,10.0,0.1,1.7882710637282893,1.0,4.847164473116088,0.09219396219133928,0.03752487521949677,0.869607807589708
1.0,10.0,0.1,46.643453914250536,1.0,2.4907519746137448,7.169291353736038,0.007796378124218348,0.17046270667518187
1.0,10.0,0.1,0.6521276740952889,1.0,0.9789814794316446,0.08382193344557043,0.008651511149525783,0.7604998524974431
1.0,10.0,0.1,24.38426836540103,1.0,0.5640424776623353,1.5887468602930095,0.014208165459798585,0.676137925242583
1.0,10.0,0.1,6.1298156419487935,1.0,2.279759765958708,0.4652078226356358,0.004012638161908214,0.8359016418101838
1.0,10.0,0.1,44.18166539162115,1.0,0.8902787708636322,1.630078583205989,0.004383521598743736,0.4377926543945888
1.0,10.0,0.1,2.8894811405436553,1.0,0.8985112923766131,0.11903159084664444,0.006755143419045097,0.6268372724905757
1.0,10.0,0.1,2.346380119545969,1.0,2.4680620693308146,0.06351469407023906,0.0160037186307766,0.6941613759448896
1.0,10.0,0.1,1.3584584597080358,1.0,1.2915498352450423,0.0759382925752404,0.10682411654481155,0.717724201740841
1.0,10.0,0.1,5.766535750816733,1.0,1.8056403537276469,0.26216843367102344,0.0028601759010591036,0.8497230817773698
1.0,10.0,0.1,35.02321713160678,1.0,1.308540396564335,1.0891955776829525,0.0377174305767527,0.1513515927398302
1.0,10.0,0.1,2.7778713908087025,1.0,0.9629986315157684,0.181673165225002,0.010613112409283637,0.3854093841102558
1.0,10.0,0.1,51.20418407272125,1.0,3.0686566082167346,3.436226028885765,0.01719156518017257,0.6880058049891926
1.0,10.0,0.1,24.089372725696514,1.0,3.087727616651751,1.2402471610766879,0.0031666411325360403,0.855505839151637
1.0,10.0,0.1,3.158169190598901,1.0,1.7558609384744968,0.1414857340414568,0.01836517654393751,0.41982049133429744
1.0,10.0,0.1,8.598674625906567,1.0,0.695870875562473,0.40891637961508726,0.027114140882478967,0.36829767841833655
1.0,10.0,0.1,36.73839215022205,1.0,0.20750375089553838,1.084579864951868,0.011202527427039569,0.8032832405377245
1.0,10.0,0.1,2.6463119202544743,1.0,2.218758150111569,0.21153067630538344,0.008933309725495065,0.64741161434557
1.0,10.0,0.1,1.6524838565538658,1.0,0.6951228870050264,0.1041753330479772,0.02070220793514993,0.5782134630121697
1.0,10.0,0.1,4.937107088861772,1.0,1.5430054035757501,0.16087030668060331,0.0035785825738598796,0.23442608989079772
1.0,10.0,0.1,2.7458255215808895,1.0,1.6118577400625937,0.08719033438621854,0.06069912461546814,0.53047025433668
1.0,10.0,0.1,28.26520207983176,1.0,1.33575722117717,0.7541389942785679,0.04538082951801904,0.5115086088779369
1.0,10.0,0.1,6.59030923952897,1.0,2.0306337946546362,0.07859596805473328,0.16520226450654757,0.8426127473631476
1.0,10.0,0.1,0.45067894186544394,1.0,2.7500081286917015,0.06835049416479731,0.010164069033983914,0.8865115831354674
1.0,10.0,0.1,6.054637187241939,1.0,0.31112000498276493,0.2151048041467145,0.007572726172180892,0.6851142670451006
1.0,10.0,0.1,33.737692147185996,1.0,0.868101933478412,2.3354329158129317,0.011950101751386031,0.8486088347873544
1.0,10.0,0.1,3.8022014653539085,1.0,1.7897204000998925,0.36127187118925436,0.01073649527763299,0.6820876533174566
1.0,10.0,0.1,14.061075958707729,1.0,1.1865956666497963,1.097880880849058,0.02493179588165429,0.7423452188190469
1.0,10.0,0.1,11.236483680310508,1.0,0.5595088420029356,0.3322128775493558,0.13892754377346794,0.49980567330109693
1.0,10.0,0.1,6.54704191148585,1.0,0.4029633620478371,0.117295219474893,0.00656227176599191,0.7209557941670259
1.0,10.0,0.1,25.465687740795875,1.0,5.590873604010857,0.6758416605195968,0.11805154920894856,0.6557010122736288
1.0,10.0,0.1,14.960427157882597,1.0,4.253638947860833,1.241529098591072,0.014715564423012131,0.6715143747013347
1.0,10.0,0.1,9.59422712680534,1.0,0.48180959017375724,0.14833329267802953,0.010828897466536978,0.7693284766559646
1.0,10.0,0.1,2.1308633493913565,1.0,0.58794192576098,0.05346146569047577,0.030724787364027256,0.6361147855539753
1.0,10.0,0.1,6.388542799033309,1.0,0.85048978195736,0.1738321576906933,0.003029715730817202,0.5778689667873451
1.0,10.0,0.1,0.9564426989279841,1.0,2.946164405878759,0.06605781199852648,0.004227027171473531,0.6803781822203411
1.0,10.0,0.1,8.253795007739457,1.0,2.6017256626139,0.6713922355021691,0.0027800609632570496,0.8634908744500852
1.0,10.0,0.1,9.577298124289854,1.0,1.2889567074340453,0.23159931072542964,0.0036444859699194163,0.7544063062695748
1.0,10.0,0.1,3.1932828847744235,1.0,1.8991012408823793,0.14972501745122882,0.01642464112174532,0.5224144811001378
1.0,10.0,0.1,1.0144984559189238,1.0,1.8825948566187196,0.10871603046595824,0.0028039887616822033,0.6773692771099242
1.0,10.0,0.1,5.19763618941748,1.0,0.3748040123589981,0.22248389458962703,0.012734092892217823,0.7943474404401945
1.0,10.0,0.1,11.707916981864184,1.0,0.8734265420413232,0.7752045573287362,0.00886006131931129,0.7373638240292961
1.0,10.0,0.1,0.507142213017147,1.0,3.227190106141053,0.06400440030874896,0.021754030643927634,0.8420283003941598
1.0,10.0,0.1,0.747818612272008,1.0,4.270067420404338,0.1445638883846505,0.00314687418966213,0.8453782047574825
1.0,10.0,0.1,9.079131174438121,1.0,3.443247046065139,0.8845767473031069,0.00792110913859694,0.7792984043977667
1.0,10.0,0.1,1.040741579980816,1.0,0.8435838638337726,0.05239139986230628,0.039484292723283944,0.6155395157376037
1.0,10.0,0.1,1.0208347732697474,1.0,2.8186794879033816,0.08724983842101376,0.008088918297512673,0.8737677899235834
1.0,10.0,0.1,2.500171152601986,1.0,3.01179460291818,0.19586374169053358,0.004686853601858913,0.7056422140889632
1.0,10.0,0.1,4.9343021459154155,1.0,0.48410982806582625,0.2949142442931156,0.006619688995492132,0.7047118542198652
1.0,10.0,0.1,9.820777164791854,1.0,2.5927395684327714,0.16704205600919064,0.07713078400196077,0.8693486629291404
1.0,10.0,0.1,37.456286171319846,1.0,1.5573189984119045,1.4159357988540409,0.0026464985489959847,0.5276822486278433
1.0,10.0,0.1,2.5096333034101126,1.0,1.7014206986789162,0.13644894309499886,0.00940797831974933,0.3428085633301076
1.0,10.0,0.1,5.6158635442281994,1.0,1.165528339593528,0.06884615540052107,0.2729861738838381,0.6920131759966144
1.0,10.0,0.1,4.615837668500214,1.0,0.3719993199627646,0.32656339250682226,0.01523474052437748,0.8278596294130979
1.0,10.0,0.1,10.804231720751885,1.0,0.6873256388766626,1.4567601395159004,0.005142550696319068,0.8325948100751404
1.0,10.0,0.1,52.92082315196674,1.0,1.3534185795381495,1.1448046774233787,0.0029295427714644447,0.8846246333677344
1.0,10.0,0.1,5.521664335281662,1.0,1.2849015586684167,0.6403479083017344,0.0109386401792575,0.49452071797047037
1.0,10.0,0.1,17.989617404822816,1.0,1.0143769249529795,0.37111140840170714,0.11331308004469394,0.2926712645173234
1.0,10.0,0.1,6.649739589813504,1.0,1.0394495361915033,0.4077223216142716,0.003863826471252379,0.7739230006018127
1.0,10.0,0.1,1.52674302449071,1.0,0.4589597419961315,0.06304182002061606,0.0029621185307130912,0.5800202075135303
1.0,10.0,0.1,19.80046750377153,1.0,1.3771349387940601,0.8853359199660051,0.00271345514281486,0.6457819909653787
1.0,10.0,0.1,2.5141168831797125,1.0,1.882884262477294,0.22835873081031058,0.0069887980269648185,0.6614983454049995
1.0,10.0,0.1,24.1689769245466,1.0,1.2020372901823315,4.360118722672169,0.0062778745564687705,0.7268268061770652
1.0,10.0,0.1,1.3467585268673716,1.0,0.5955309525492956,0.05475435316882484,0.011902099342706866,0.3949238273989009
1.0,10.0,0.1,49.47828241437361,1.0,0.5678089112910114,3.052680313403471,0.006094085415499476,0.4505986033557976
1.0,10.0,0.1,32.34775798844014,1.0,1.8629742821857744,0.661499443883155,0.006826389844735341,0.7003861967530527
1.0,10.0,0.1,1.6424398716465016,1.0,2.5411348530153828,0.1207789465177278,0.013888795427614278,0.6036747824926932
1.0,10.0,0.1,2.266046560103955,1.0,1.7990518127296606,0.07458808796721053,0.0057553752233492125,0.8406051836636299
1.0,10.0,0.1,0.4864017115600768,1.0,0.5999810307594539,0.06028870287021211,0.003383260301991606,0.7033468308563298
1.0,10.0,0.1,4.470216558173206,1.0,0.6366944451581923,0.2822586772760971,0.023039278456111607,0.5086889707420695
1.0,10.0,0.1,4.568932135795902,1.0,0.6171898200442603,0.14284601115423065,0.047555828851167645,0.5489944015963795
1.0,10.0,0.1,1.303546404120999,1.0,1.3190923591737256,0.06368725980991845,0.018842885708972357,0.6161906908732522
1.0,10.0,0.1,7.746177861791573,1.0,1.8237938107956375,0.32906962095522496,0.04119797689813282,0.5208304147963374
1.0,10.0,0.1,6.942999184316894,1.0,2.0900908755569576,0.6364096685264983,0.005547044305835084,0.4720206358537606
1.0,10.0,0.1,3.530560505688928,1.0,2.7053770771956747,0.25039377599314544,0.01082798922885971,0.7983029449526208
1.0,10.0,0.1,0.9995329507373372,1.0,1.0403204285583318,0.07044390503240155,0.003499796433498418,0.7211766300126652
1.0,10.0,0.1,28.14331604075116,1.0,4.266202477850644,3.0269946675822177,0.002975780032696142,0.7374800616379217
1.0,10.0,0.1,2.320825751949604,1.0,3.05730107757808,0.23093238760881626,0.00926789814390513,0.8625523259137138
1.0,10.0,0.1,2.0158770664243515,1.0,1.0179019934558415,0.08993090596663536,0.0025568283178383847,0.7339034732717186
1.0,10.0,0.1,1.2244150629833634,1.0,1.6559851239480619,0.05552707997168454,0.013350967319082533,0.5907356664290644
1.0,10.0,0.1,0.7836893066462484,1.0,0.764462482966028,0.11272696349527508,0.004568187239295304,0.8871180065147326
1.0,10.0,0.1,16.595108932414387,1.0,2.3502656997102895,2.718065337815928,0.003858067545987266,0.8317190578003464
1.0,10.0,0.1,5.4308013954302705,1.0,2.1283216543156596,0.2075565471946319,0.0029242169671369286,0.7681086844165402
1.0,10.0,0.1,1.6001586323519157,1.0,1.6790817698215372,0.32200809567016503,0.009974082575955672,0.7508844077933547
1.0,10.0,0.1,3.341974358450291,1.0,2.2700909180030897,0.22681209124968046,0.004299406144757317,0.5293033606059588
1.0,10.0,0.1,3.1824037871050117,1.0,2.2507449592697952,0.2387332359391235,0.0036610301586627076,0.47158637872431686
1.0,10.0,0.1,13.02178618469648,1.0,1.6325247531421707,0.31594755505302297,0.008535214376126837,0.6567175348489784
1.0,10.0,0.1,3.6253515410604726,1.0,3.3507696909614295,0.4829237531986612,0.003562381756929033,0.7787763283243161
1.0,10.0,0.1,9.386069010153276,1.0,1.3489166520146594,0.240543565299236,0.009487188769094691,0.613130198855204
1.0,10.0,0.1,53.554970341110256,1.0,1.4900261339707528,5.05376091274585,0.011283188621215363,0.7634223909488458
