c0,c1,c2,c3,c4,c5,c6,c7,distance
1.0,10.0,0.1,1.7931353927963365,1.0,0.26023207714316005,0.16483291810490197,0.005204448536883231,313.9968530736419
1.0,10.0,0.1,1.7777282623104762,1.0,1.3823545878286794,0.12202178578551523,0.01527221875273736,253.90762413641525
1.0,10.0,0.1,5.277789591506142,1.0,1.408786318336563,0.35058992352968327,0.005308643720821946,324.6768110969038
1.0,10.0,0.1,8.523795016293237,1.0,0.34279240342872813,0.6873282987395729,0.021483703003773134,299.82710303042904
1.0,10.0,0.1,1.343998863552161,1.0,0.3736580638692436,0.13391092317715367,0.007322358079499994,317.9525846594919
1.0,10.0,0.1,14.804362513625732,1.0,0.26614393489375626,1.7844617346603342,0.0034320344520408965,278.9502626766366
1.0,10.0,0.1,1.5209027036073537,1.0,0.4478050637592513,0.1026614970173814,0.006808928934211144,293.6472989241001
1.0,10.0,0.1,51.33600411192179,1.0,0.6652208485374395,3.896554175641585,0.003922742199899302,312.74042938835896
1.0,10.0,0.1,25.493017090241157,1.0,1.0643860822739266,1.696272670508683,0.0038679314702856787,268.23946183744056
1.0,10.0,0.1,2.5719942918484113,1.0,0.3545617926295893,0.22761539970210484,0.008495964878149942,313.58977369400196
1.0,10.0,0.1,22.412640471981927,1.0,0.3128600821950203,2.028261595707837,0.009628735075351945,301.69573625275086
1.0,10.0,0.1,3.1568071761923417,1.0,1.6390037292067818,0.1837959773416518,0.0035322653298575355,320.77400110169293
1.0,10.0,0.1,42.81064651732882,1.0,0.38975707210433935,2.9640362928630766,0.01808221759585734,311.08476944222
1.0,10.0,0.1,1.8619372349231822,1.0,0.23825877781481647,0.1260849186602365,0.016449662742907847,322.11124807949955
1.0,10.0,0.1,14.733569544639316,1.0,0.1748741426871568,1.4867246419540452,0.006797173316596419,322.799495607306
1.0,10.0,0.1,26.25835030782509,1.0,1.2559081531618101,1.2900067310478927,0.02054939356655278,288.27774677523144
1.0,10.0,0.1,30.17447311808763,1.0,0.5479132015725113,2.1858959173117305,0.002585981351488849,266.074114199096
1.0,10.0,0.1,9.631361716104742,1.0,0.6736077094105571,0.9441414421342781,0.014583855213499454,307.28457559085393
1.0,10.0,0.1,43.61655755667729,1.0,0.5866800207280116,1.8537587041556076,0.03588385930898968,274.5602539173633
1.0,10.0,0.1,3.425205570849955,1.0,0.8709424217645096,0.2678659713199674,0.005085818762882753,320.1998726127609
1.0,10.0,0.1,10.795355948639072,1.0,1.1105410728375202,1.076619809714959,0.006874292469924557,282.3045272729039
1.0,10.0,0.1,0.5935026356930018,1.0,2.1049194549301564,0.054809544646634546,0.004170387424721076,317.7228566083421
1.0,10.0,0.1,3.423866701933377,1.0,0.5639122936063078,0.3562606104130495,0.006650292678869116,313.9611503466581
1.0,10.0,0.1,2.003109207633749,1.0,0.428633320760204,0.11950066228761734,0.0029578326018700122,299.4832440777574
1.0,10.0,0.1,1.599513733092558,1.0,0.6622622110808668,0.14000051231461405,0.01457921663208798,319.117329375467
1.0,10.0,0.1,12.83225261174654,1.0,0.8549962934529209,1.1313308024614273,0.007751337659529606,312.4787805907027
1.0,10.0,0.1,23.79717120960325,1.0,0.2701561602409234,1.9379960376782885,0.026751691667437107,281.6192999606335
1.0,10.0,0.1,25.125877766557696,1.0,1.156504690986337,0.7987560908602146,0.04823238077856628,302.487975610083
1.0,10.0,0.1,0.9697059607167844,1.0,1.8090434779862172,0.07607521179764293,0.005036433274121701,317.2625798968128
1.0,10.0,0.1,1.8267171773446638,1.0,0.15657268914663117,0.15408427438713843,0.05016311831638682,322.7991259021801
1.0,10.0,0.1,2.1714734846481485,1.0,1.4637001977986461,0.17086934682485697,0.008109792983709648,306.8778665211064
1.0,10.0,0.1,4.05729688619945,1.0,1.3962574124507685,0.2843014187654504,0.015597779215459153,320.2850250012344
1.0,10.0,0.1,14.866978963830844,1.0,0.2456535743592893,1.0883119147940417,0.004251037168571418,311.96384731480174
1.0,10.0,0.1,7.067265751733372,1.0,0.6333356247605902,0.8087858086396945,0.004448677374308374,297.84329388204327
1.0,10.0,0.1,47.13157562683348,1.0,2.167105411004643,3.216493054345354,0.003994796554202776,315.4425468077567
1.0,10.0,0.1,10.363213054605032,1.0,2.0071747829313176,0.7483887161726934,0.0129382051573755,311.5054908394711
1.0,10.0,0.1,4.3516617335020715,1.0,0.7779835517161,0.20073693581183277,0.01944239143806618,305.7933754054954
1.0,10.0,0.1,0.7448560183156746,1.0,1.4595972315514203,0.08329464559731121,0.008134777061217211,296.80159993212345
1.0,10.0,0.1,9.791535626373074,1.0,0.5040120654076492,0.6204496431658971,0.008330786335880162,320.4037094437582
1.0,10.0,0.1,1.955627658282291,1.0,1.1894910204429214,0.14504722708845444,0.01988291818845287,312.5410415186498
1.0,10.0,0.1,37.48123179595592,1.0,0.4921751980935731,2.834354818780203,0.019180501303477267,315.7522385638448
1.0,10.0,0.1,1.8044229238823977,1.0,0.411573395605513,0.15928764548647084,0.003355520223349623,321.7398244040951
1.0,10.0,0.1,1.2541582847894788,1.0,0.6825252693759888,0.0790634258785098,0.002944760572967398,295.20684547731
1.0,10.0,0.1,1.4002711614899774,1.0,1.7328405526877373,0.09268373637036312,0.015889466997098797,286.3180838364966
1.0,10.0,0.1,2.5928824403250963,1.0,0.7470458470810841,0.1907929083169201,0.01125512928744053,262.7412341977023
1.0,10.0,0.1,37.892000764339514,1.0,0.8370839746122707,2.469164542234579,0.017339124329710222,290.4796164178341
1.0,10.0,0.1,4.418916772587247,1.0,3.0480418132875906,0.41070239533289044,0.005232915658725109,324.49813712507694
1.0,10.0,0.1,2.3630302086720247,1.0,1.0033343131891173,0.15609819902381267,0.004926672277292986,310.098910207092
1.0,10.0,0.1,9.263768628706368,1.0,1.0818497045511268,0.49202856278400064,0.011894655773491428,313.2049421705574
1.0,10.0,0.1,7.079545191701454,1.0,0.8899144859335135,0.47860368966051176,0.0034663982644694467,318.04061171675016
1.0,10.0,0.1,6.499114265661465,1.0,0.5206049332429639,0.6860967720159864,0.004725354675808695,308.9958871586291
1.0,10.0,0.1,19.221428410785563,1.0,0.18477824355610317,1.4029363907284504,0.0025496251634784103,318.9973024279768
1.0,10.0,0.1,1.1390880574788182,1.0,5.2845752140444135,0.07142533147839587,0.020695455825172425,320.3155228584331
1.0,10.0,0.1,2.78732549924436,1.0,2.1853115772649336,0.16718784111077103,0.009225232703369857,290.30172910067034
1.0,10.0,0.1,15.763364191929986,1.0,0.8941178137195808,0.9940007963988948,0.022705191062706853,277.3313705251411
1.0,10.0,0.1,28.583689770430293,1.0,0.5336731746412005,3.618543905691205,0.007548936536294767,294.8224007279044
1.0,10.0,0.1,1.0982263760039677,1.0,1.0681413639966932,0.06869512401166358,0.004891741055664834,303.1543630325169
1.0,10.0,0.1,1.5212643169609714,1.0,0.45806511932162247,0.11153315679801515,0.004555750613638961,322.2353441391132
1.0,10.0,0.1,1.0645815457509336,1.0,0.23204689731120906,0.10177354269945896,0.002579284039665915,322.4486505398817
1.0,10.0,0.1,3.397110787387718,1.0,0.2975452219996253,0.2511038432869249,0.0030289557295248588,323.67945399506164
1.0,10.0,0.1,12.163598446580115,1.0,0.25838444136785177,1.589770324408896,0.004637821732062908,311.18362791631347
1.0,10.0,0.1,12.777169820429439,1.0,0.45876745617974496,0.6936647539564207,0.007212202803372665,294.06608122690443
1.0,10.0,0.1,0.9541613273894883,1.0,1.2375633808233493,0.08692680808961191,0.0025257172806737345,317.36767205250675
1.0,10.0,0.1,13.070377195850678,1.0,0.5901610392415564,0.931721079642171,0.003269256582364706,321.04904511929163
1.0,10.0,0.1,46.152119029648546,1.0,1.909655272915638,2.9671428844873673,0.0029044786619495124,321.55586936501527
1.0,10.0,0.1,5.910375244703716,1.0,0.5405306593646126,0.23665700144607518,0.06185226767873782,316.77216093333726
1.0,10.0,0.1,13.872584682925181,1.0,1.259737178849264,0.9919466351836437,0.009995688681068633,320.6223042923573
1.0,10.0,0.1,21.419517934785475,1.0,0.3014041962160462,2.398732464042677,0.014328020993150763,320.2591403225738
1.0,10.0,0.1,0.7037514403028539,1.0,0.21288142239125724,0.08439775512590088,0.0042097049404734525,324.10661150252747
1.0,10.0,0.1,2.7146562589894883,1.0,0.31782813794508574,0.26236661119270016,0.004068716294653595,313.0625946750836
1.0,10.0,0.1,4.032457060500046,1.0,0.9007421953056541,0.2265288642801436,0.05893603432005205,306.1854472929611
1.0,10.0,0.1,4.299102479726119,1.0,2.2715321537215125,0.3138499355258274,0.0040881278253414284,298.3499051417002
1.0,10.0,0.1,2.2339567331907078,1.0,1.1941854914936803,0.17893903454222426,0.015865880406445473,285.1174552443866
1.0,10.0,0.1,1.2155147244572218,1.0,2.0941684859334284,0.06203237801356942,0.0032798027572808653,306.0769116366773
1.0,10.0,0.1,8.367826610885453,1.0,1.1873928907570788,0.4830114228784878,0.00897125635782847,316.1530501812984
1.0,10.0,0.1,1.6234308668684163,1.0,0.9859840181951746,0.08714672175187628,0.01809815472414954,288.28143863950396
1.0,10.0,0.1,3.444189259462103,1.0,2.0456542820829524,0.21544972814965813,0.012929691983230435,319.0133936935857
1.0,10.0,0.1,51.70130226507697,1.0,0.7654858333594712,3.9773782270396203,0.008284303765984779,292.8771958438288
1.0,10.0,0.1,33.22516728695566,1.0,1.4711601243866086,2.688716108277695,0.005171427071992477,314.92908070760427
1.0,10.0,0.1,8.17720976495661,1.0,1.0725058130459804,0.442368648108748,0.033907760120836954,270.89381005219593
1.0,10.0,0.1,11.743203357610314,1.0,1.3456578550338796,0.7193525655085807,0.003118923355232062,292.0097721644663
1.0,10.0,0.1,5.1658108176843225,1.0,0.5210327284337625,0.4656073567350024,0.011053044031531619,275.8027644499003
1.0,10.0,0.1,29.098587699278173,1.0,1.0637606421157038,1.6539163045026102,0.022126718894199725,313.31133313580995
1.0,10.0,0.1,6.465974280441509,1.0,1.1606451940904983,0.6605894487590693,0.0030618166438735306,304.2708061678632
1.0,10.0,0.1,5.119798323850965,1.0,0.9626324028829631,0.3573210621585731,0.012481127349516504,300.42979707497125
1.0,10.0,0.1,11.088013686106232,1.0,0.4231123418304918,0.8095021703379425,0.018535702871167382,301.50285012082384
